,Symptoms,Conditions
126,"['cough out white mucus', 'abdominal bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
127,"['cough out white mucus', 'lower belly bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Uterine Fibroids', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
128,"['cough out white mucus', 'lower abdominal bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
129,"['cough out white mucus', 'upper belly bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
130,"['coughing up white mucus', 'bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
131,"['coughing up white mucus', 'abdominal bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
132,"['coughing up white mucus', 'lower belly bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
133,"['coughing up white mucus', 'lower abdominal bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Uterine Fibroids', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
134,"['coughing up white mucus', 'upper belly bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
135,"['cough up yellow gunk', 'bloating']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match')]"
136,"['cough up yellow gunk', 'abdominal bloating']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match')]"
137,"['cough up yellow gunk', 'lower belly bloating']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match')]"
138,"['cough up yellow gunk', 'lower abdominal bloating']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Uterine Fibroids', 'Fair match')]"
139,"['cough up yellow gunk', 'upper belly bloating']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match')]"
140,"['cough out yellow mucus', 'bloating']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match')]"
141,"['cough out yellow mucus', 'abdominal bloating']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match')]"
142,"['cough out yellow mucus', 'lower belly bloating']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Uterine Fibroids', 'Fair match')]"
143,"['cough out yellow mucus', 'lower abdominal bloating']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Uterine Fibroids', 'Fair match')]"
144,"['cough out yellow mucus', 'upper belly bloating']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Coronavirus', 'Fair match')]"
145,"['cough out bubbly mucus', 'bloating']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
146,"['cough out bubbly mucus', 'abdominal bloating']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
147,"['cough out bubbly mucus', 'lower belly bloating']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
148,"['cough out bubbly mucus', 'lower abdominal bloating']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
149,"['cough out bubbly mucus', 'upper belly bloating']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
150,"['cough when I swallow', 'bloating']","[('Aspiration Pneumonia', 'Fair match')]"
151,"['cough when I swallow', 'abdominal bloating']","[('Aspiration Pneumonia', 'Fair match')]"
152,"['cough when I swallow', 'lower belly bloating']","[('Aspiration Pneumonia', 'Fair match'), ('Uterine Fibroids', 'Fair match')]"
153,"['cough when I swallow', 'lower abdominal bloating']","[('Aspiration Pneumonia', 'Fair match'), ('Uterine Fibroids', 'Fair match')]"
154,"['cough when I swallow', 'upper belly bloating']","[('Aspiration Pneumonia', 'Fair match')]"
155,"['throw up after coughing', 'bloating']","[('Whooping Cough', 'Moderate match'), ('Viral Gastroenteritis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Common Cold', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
156,"['throw up after coughing', 'abdominal bloating']","[('Whooping Cough', 'Moderate match'), ('Viral Gastroenteritis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Common Cold', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
157,"['throw up after coughing', 'lower belly bloating']","[('Whooping Cough', 'Moderate match'), ('Uterine Fibroids', 'Fair match'), ('Viral Gastroenteritis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Common Cold', 'Fair match')]"
158,"['throw up after coughing', 'lower abdominal bloating']","[('Whooping Cough', 'Moderate match'), ('Uterine Fibroids', 'Fair match'), ('Viral Gastroenteritis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Common Cold', 'Fair match')]"
159,"['throw up after coughing', 'upper belly bloating']","[('Whooping Cough', 'Moderate match'), ('Viral Gastroenteritis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Common Cold', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
160,"['cough up black phlegm', 'bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
161,"['cough up black phlegm', 'abdominal bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
162,"['cough up black phlegm', 'lower belly bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Uterine Fibroids', 'Fair match')]"
163,"['cough up black phlegm', 'lower abdominal bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Uterine Fibroids', 'Fair match')]"
164,"['cough up black phlegm', 'upper belly bloating']","[('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
165,"['coughing in the morning', 'bloating']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
166,"['coughing in the morning', 'abdominal bloating']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
167,"['coughing in the morning', 'lower belly bloating']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
168,"['coughing in the morning', 'lower abdominal bloating']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
169,"['coughing in the morning', 'upper belly bloating']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
170,"['sudden recurring attacks of coughing', 'bloating']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
171,"['sudden recurring attacks of coughing', 'abdominal bloating']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
172,"['sudden recurring attacks of coughing', 'lower belly bloating']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
173,"['sudden recurring attacks of coughing', 'lower abdominal bloating']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
174,"['sudden recurring attacks of coughing', 'upper belly bloating']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
175,"['unable to cough up phlegm', 'bloating']","[('Irritable Bowel Syndrome', 'Low match'), ('Lactose Intolerance', 'Low match'), ('Gas', 'Low match')]"
176,"['unable to cough up phlegm', 'abdominal bloating']",[]
177,"['unable to cough up phlegm', 'lower belly bloating']","[('Uterine Fibroids', 'Fair match')]"
178,"['unable to cough up phlegm', 'lower abdominal bloating']","[('Irritable Bowel Syndrome', 'Low match'), ('Lactose Intolerance', 'Low match'), ('Gas', 'Low match')]"
179,"['unable to cough up phlegm', 'upper belly bloating']","[('Irritable Bowel Syndrome', 'Low match'), ('Lactose Intolerance', 'Low match')]"
180,"['coughing up bad smelling mucus', 'bloating']","[('Abscess', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
181,"['coughing up bad smelling mucus', 'abdominal bloating']","[('Abscess', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
182,"['coughing up bad smelling mucus', 'lower belly bloating']","[('Abscess', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
183,"['coughing up bad smelling mucus', 'lower abdominal bloating']","[('Abscess', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
184,"['coughing up bad smelling mucus', 'upper belly bloating']","[('Abscess', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
185,"['coughing makes me throw up', 'bloating']","[('Whooping Cough', 'Moderate match'), ('Viral Gastroenteritis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Common Cold', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
186,"['coughing makes me throw up', 'abdominal bloating']","[('Whooping Cough', 'Moderate match'), ('Viral Gastroenteritis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Common Cold', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
187,"['coughing makes me throw up', 'lower belly bloating']","[('Whooping Cough', 'Moderate match'), ('Uterine Fibroids', 'Fair match'), ('Viral Gastroenteritis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Common Cold', 'Fair match')]"
188,"['coughing makes me throw up', 'lower abdominal bloating']","[('Whooping Cough', 'Moderate match'), ('Uterine Fibroids', 'Fair match'), ('Viral Gastroenteritis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Common Cold', 'Fair match')]"
189,"['coughing makes me throw up', 'upper belly bloating']","[('Whooping Cough', 'Moderate match'), ('Viral Gastroenteritis', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Common Cold', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
190,"['major coughing up of blood', 'bloating']","[('Lung Cancer (non Small Cell)', 'Moderate match'), ('Tuberculosis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
191,"['major coughing up of blood', 'abdominal bloating']","[('Tuberculosis', 'Moderate match'), ('Lung Cancer (non Small Cell)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Pulmonary Embolism', 'Fair match')]"
192,"['major coughing up of blood', 'lower belly bloating']","[('Lung Cancer (non Small Cell)', 'Moderate match'), ('Tuberculosis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match')]"
193,"['major coughing up of blood', 'lower abdominal bloating']","[('Tuberculosis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Pulmonary Embolism', 'Fair match'), ('Bronchitis', 'Fair match')]"
194,"['major coughing up of blood', 'upper belly bloating']","[('Tuberculosis', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Pulmonary Embolism', 'Fair match'), ('Bronchitis', 'Fair match')]"
195,"['cough with mucus long time', 'bloating']","[('Bronchitis', 'Moderate match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
196,"['cough with mucus long time', 'abdominal bloating']","[('Bronchitis', 'Moderate match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
197,"['cough with mucus long time', 'lower belly bloating']","[('Bronchitis', 'Moderate match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
198,"['cough with mucus long time', 'lower abdominal bloating']","[('Bronchitis', 'Moderate match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Uterine Fibroids', 'Fair match')]"
199,"['cough with mucus long time', 'upper belly bloating']","[('Bronchitis', 'Moderate match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
200,"[""can't cough up mucus or phlegm"", 'bloating']","[('Irritable Bowel Syndrome', 'Low match'), ('Lactose Intolerance', 'Low match'), ('Gas', 'Low match')]"
201,"[""can't cough up mucus or phlegm"", 'abdominal bloating']","[('Irritable Bowel Syndrome', 'Low match'), ('Lactose Intolerance', 'Low match'), ('Gas', 'Low match')]"
202,"[""can't cough up mucus or phlegm"", 'lower belly bloating']","[('Uterine Fibroids', 'Fair match')]"
203,"[""can't cough up mucus or phlegm"", 'lower abdominal bloating']","[('Uterine Fibroids', 'Fair match')]"
204,"[""can't cough up mucus or phlegm"", 'upper belly bloating']","[('Irritable Bowel Syndrome', 'Low match'), ('Lactose Intolerance', 'Low match')]"
205,"['cough up stuff that smells bad', 'bloating']","[('Abscess', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
206,"['cough up stuff that smells bad', 'abdominal bloating']","[('Abscess', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
207,"['cough up stuff that smells bad', 'lower belly bloating']","[('Abscess', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
208,"['cough up stuff that smells bad', 'lower abdominal bloating']","[('Abscess', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
209,"['cough up stuff that smells bad', 'upper belly bloating']","[('Abscess', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match')]"
210,"['cough up frothy or bubbly gunk', 'bloating']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
211,"['cough up frothy or bubbly gunk', 'abdominal bloating']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
212,"['cough up frothy or bubbly gunk', 'lower belly bloating']","[('Pulmonary Edema', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Bronchitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match')]"
